2019-7-5/14-0,21,22,73.8010323324702,275
2019-7-5/14-10,21,22,73.8012680778136,276
2019-7-5/14-20,21,22,73.8010958618568,277
2019-7-5/14-30,21,22,73.8009561115644,278
2019-7-5/14-40,21,22,73.8017759365331,279
2019-7-5/14-50,21,22,73.8014091537823,280
2019-7-5/15-0,21,22,73.8011889111945,281
2019-7-5/15-10,21,22,73.8007976096536,282
2019-7-5/15-20,21,22,73.8019857099201,283
2019-7-5/15-30,21,22,73.8019714975589,284
2019-7-5/15-40,21,22,73.8004940931868,285
2019-7-5/15-50,21,22,73.8010121168615,286
2019-7-5/16-0,21,22,73.8017728869089,287
2019-7-5/16-10,21,22,73.8017172698472,288
2019-7-5/16-20,21,22,73.8014380607667,289
2019-7-5/16-30,21,22,73.8010115491311,290
2019-7-5/16-40,21,22,73.8017538434044,291
2019-7-5/16-50,21,22,73.801793310446,292
2019-7-22/8-59,20,20,73.80066066638034
